"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"LOG001 - Mandatory field error messages display & clear
","82883","TestMandatoryFieldValidation","AdvantageShopTestAutomation","2026-08-31","passed","2026-08-31","LoginRegisterTests","AdvantageShopTestAutomation.Tests","LoginRegisterTests","TestMandatoryFieldValidation"
